Text,Ratings
To be honest I think everyone time is precious and needs to be respected .  I placed my booking in the mid day may be before that and selected appoint of 7pm . First call I received from your executive and they said  no one is available for your order still we will try and alot you someone . And then second call saying sorry can I set your appointment to 6:30 then also I said ok no issue will manage my work you  can change my appointment to 6:30 later again call come and the guy said sorry no one is available . If now one was ava then you would’ve not taken the booking it self . Don’t make people fool bh giving such service,1
"I booked sofa cleaning service on 9th May and payment was promotly dedicted from my paytm, post that I am been trying to track the service and website is always showing me error and their call centre number listed is wrong. There is no way to reach them once payment is collected.
Very poor exprience. I hope they call me back to sort out the issue, as I have written an email as well.",1
Well never ever get services from urban clap. They are the biggest scammers and finding new ways to fetch money out of your pocket. Well I booked for AC service from this company for my 2 air conditioner and as per company policy they provide you a 3 months warranty on that. So that if in any case there is any problem you can call them within 3 months and you can get it fix under warranty. Now on April 16th I got both my air conditioner serviced and after few days one of my air conditioner started giving problem so I called them and they booked a revisit. Now again I started having problem with the air conditioner and I asked for revisit. To my surprise they told me that I cannot book a revisit because I have already claimed a re visit on that. So if this is the case then why you provide warranty for 3 months then. When I told them this thing they asked me to re book a new service and they will refund me the amount of 1900. Now here is the scam they doing. I paid 3700 in total for the services. Out of which they refunding me only 1900. Then they ask me to book a new service and then they charge 499 plus taxes plus the repair cost. So in that ways the 3 months warranty is just a show-off and they have new ways to fool people and fetch money. Please beware of this company. They are scammers. It's better to get AMC from the manufacturer directly. Never fall for this trap with urban clap,1
"I booked slots for salon, booking confirmed, professional was also assigned, at the end moment they rescheduled the time to evening slot , when I tried contacting them, they said professional is not available, then y was it confirmed....This is really CRAP!",1
"I had booked for AC cleaning (Foam cleaning package for ?549) The technician arrived but was unable to remove the front covering of the indoor unit. With out removing the unit the cleaning could not be started. After trying for some time I managed to open one side of the AC front cover, how ever the other side was still not coming out, as per the technician the wall placement was incorrect and so the cover was not coming out. They decided to aondon the job. How ever in the app i was charged with ""partial work done"" and refund of ?200 was initiated.

NOTE - earlier the AC was fully cleaned by other experienced Urban Clap employee, by successfully removing cover.

I had raised a issue in the app, and every time I got a call back from the team, (once they had spoken) to them, my voice became inaudible and they disconnected. Their final verdict was nothing can be done.

While booking I was assured through the app:
1. Incase of service dissatisfaction, urban clap would send back their technician without any questions asked.

I WAS NOT INFORMED OF ANY ""CONVEYANCE"" FEE CHARGES

Resolution request from my end:
1. Pls resend person to complete the task of AC cleaning or,
2. Refund me the full amount ?549

Yet to hear back from them.",1
"Booked urban company for refrigerator repair on three different days since they did not have professionals to handle the task of a refrigerator repair. Came back early from work on one day, Sunday on the other which was as per their advice n finally booked a third time n sat at home. The first time the dust exec apologised, the second time Sonia the exec disconnected the call even as I was speaking n third exec  Bhavna was classic. When I asked her why was I being prompted for a date n when it clearly showed refrigerator door repair was one of their services, she actually stated that the company website is undergoing a change. The date n professional not being available is a very poor state of management. Their email reply is pretty much like their earlier response. Kaise kar letey ho bhai! ??  God bless you guys. Anil, Gurgaon dated 20 April 22.",1
"Two weeks ago, I hired their services for Bathroom deep Cleaning. When Technician Came, I switched on Light and Exahust fan. Both were working. When the technician finished job and called me, I switched on fan - there was a blast and fan stopped working. First of all, Job done was of very poor quality. Urban company has a clause in their application for paying compensation for damages to property. Even after following up matter with them for 2 weeks, i was told that it can not be given, as it is not technicians mistake.......
I have deleted their app from my mobile...I ADVICE ALL, DO NOT CALL THEM - THEY WILL BREAK YOUR EXPENSIVE ITEMS AND WILL NOT PAY COMPENSTATION",3
"I had a booking for Ac repair. The professional canceled the booking without calling me while mentioning call not answered by customer.while raising the issue with cc person he suggested to cancel the visit explaining sir today is Sunday so we wouldn't be able to serve better to cancel and  planned for any other day.
So one thing is clear they are not able to serve on Sunday specifically in metro cities.",1
"I booked the services today at 11.45 pm. The slot chosen was 5pm.
I was waiting for them to assign a professional. However at 5.10 pm I receive a call from URBAN COMPANY cx executive ""Tanya"" saying she does not have any professional. Her tone was very rude and she was taking things for granted.
Upon asking her to let me speak to a higher authority she did not let me speak. She was very rude and it felt like they were taking this whole thing for granted.
I had to suffer as i had an event tonight. Was not able to go.
Everytime I asked her  a question she only had one answer ""THIS IS AGAINST COMPANY POLICY""
I asked her to let me speak to her manager. She outright denied saying ""THIS IS AGAINST COMPANY POLICY"".
What kind of customer service is that??
I will post a review regarding this so no one gets scammed and waste their time.",1
"The personals attend for cleaning and servicing don't bring any cloth/cleaner, we have provided Colin/cloth/ liquid soap, and an ordinary cleaning, charging high, waste of money, they are well behaved but not Proffessional",3
I have made a booking for an AC service and got it scheduled after 6days....6thday of waiting we got a message that the booking has been cancelled. Person Name Bahadur called and was talking a long time he says there are no professionals at all the booking are just taken and cancelled. I waited 6 hot summer days and resulted nothing....guys the service was not the way it was I am not going to  recommend urban company at all....this happened twice and most of my friends tell the same thing has happened to them too...it was so disappointing talking to the person names bahadur telling customer support with no authentication that he is from urban company...I have also taken 1year visit free package that's just a waste better avoid this urban company..,1
"For me, it is one of best home service company.
Best of all services is its Home cleaning services including full home, kitchen , balcony floor, bathroom deep cleaning, Chimney deep cleaning, sofa cleaning and many more listed on their app.",3
"Don't trust this Company for quality or their commitments.
My wife got our AC serviced from them in Jan end.  It was cold season so we never used AC. I was also traveling during that period to a great extent.  Hence no one checked it.
5 days back,  when I switched it on,  it was giving hot air.  We didn't realise the problem.  Next day again same happened and then my wife said that These guys had done some servicing and now our AC has got damaged.
Immediately  I wrote to UC about the problem and requested for help.  After 3 days,  they called me yesterday I got a call from UC to understand the issue.
After my discussions  the executive confirmed that a technician would come and get it sorted despite my 30 days warranty period getting over and that I don't have to pay anything. He called me 4 times to fix up an appointment.  Then suddenly he calls me and says that his Manager doesn't permit this visit since its not their fault. If I want, I need to book again and pay them.
Now I am sitting with a damaged AC unnecessarily.
So please don't trust their quality of work or their commitments.",1
"They just give time and charge in advance for the service they are not going to provide.
Very worst experience in in air condition service.
Just gave time, time and time for a week but no one came for the service, actually we can't trust and blindly rely on this company.",1
Theft of valuables happened when I booked their deep cleaning services. Urban company simply said they are 3rd party contractors and can not help. Be careful and think twice before booking UC.,1
"I had booked deep clean ac service for 8 acs in home at kanpur. The technician refused to deep clean, just washed ac with a bucket water and told me that he has to leave and will come the next day, but he did not and to my surprise closed the job by writing job done.
I complained in the app...and that guy came after 4 days. He once again did one ac...same style water bucket..no foam used as shown in the adds and on app...he said we do only like this and rushed from my home. I complained again and they apologised and sent some senior technician to service the ac. But without ending to the misery, the mechanic was stopped from working at my home by his seniors as he would charge the company for servicing the ac for which the company has taken huge sum of money....he waited for hours...one called to do it...other called to stop...eventually he went back without doing anything. I complained and they could not answer...the job is still open...money was paid...i feel cheated and humiliated...it's a fraud company with all company employee carrying out a nexus of looting people.soon going to file a f.i.r against the company and employees.
I request all to refrain from taking their service else you will feel cheated the same way they did with me. I am sharing my page of job which still shows work open and my complaint open.",1
"Very bad experience after repairing Washing machine.
I've spent almost Rs.3000/- for repair and within couple of days stopped working.
Also in my booking history its showing as service cancelled by customer. Hence I'm unable to re-open the ticket.
From 24th Dec 2021 till date no solution",1
"Booked a service and their so called professional arrived and denied the service for asking him to follow the COVID guidelines specified by their idiot company called UrbanCompany. When asked for reassigning another professional, they say process of refunding is initiated and amount will be credited in 5-7 working days. Abey ch_ . if the service is not given, learn to ask the customer whether he wants it to be rescheduled or cancelled. Bosi_ apneaap decide karloge kya? Ch. jhund leke nikle service dene.",1
The company used to be good but once you become regular they start cheating. They try to sell services which one has bot registered and then in my absence they say they have rendered services and charge more.,1
"Very very bad
Very very bad. Professionals are unprofessional. They cancel on u the last minute. Roadside parlour walis are coming to do your service even after paying a steep amount. They promise service redo but when u try to rebook they say that u had to take within 30days. Wat a scam",1
"Urban Company is a an unprofessional setup with the employees and CEO @abhiraj clueless on how the solve a problem.
I had booked a time slot for cleaning my sofa and got a confirmation from them. There was no call or intimation from them and after a few hours post the allocated time, I requested a call back from the contact center.
The people were clueless and incapable to solve the problem.
Please do not use Urban Company as its a unprofessional company and just a typical middle man and not adding any value at all.",1
"Unprofessional behaviour with rude painters, which was extremely delayed and had to be ultimately shelved resulting in huge losses. It is advisable to stop bullying by these app companion",1
"It seems that their technical structure is created by the new comers, their app stops working many times and it only allows to play a game over the app and its been multiple times and the worst part is they don't have any other channel for the communication as they never read the mails and never respond to the mail except the auto-mailer. In addition, there is no point to escalate the issues to their leadership as they also don't support the customer. Recently, there was another issue found due to their poor policy and pathetic technical structure when my amount did not credited to my original source. God knows how this organisation is running.",1
"I did Loreal team removal facial and I got big rashes on my face on next day itself. I asked to call me back. I got call from customer support and have shared my forehead pic as a proof. They are ready to give dermatologist amount. But I am not ready with that, because firstly my face got damaged secondly that facial is null without any result. So asked them to refund my facial amount. But they are not ready to refund my amount",1
Employee of Urban Clap were not being vaccinated with the 2 nd dose. Why??? When 1st dose was given on June...so 2 nd dose should be completed by September. Why so dely??? Will not call you again.,1
"Surveyor overestimated wall area so that Urban Company(UC) can charge more money.
Painting Supervisor was nowhere to be seen when painting was in progress.
Was promised 1 coat of Wall Primer, All cracks filled, 2 coats of Apcolite Premium emulsion for all interior walls. 2 coats of Apex Ultima for exterior walls
WHAT I GOT: incomplete work as painters were not given sufficient paint to paint. At the end of the work, all the walls had patches and look very ugly. Only 1 coat of some low quality paint was applied on the walls.
When I raised a complaint with Urban Company, I received abusive calls.
I have a call recordings and whatsapp communciation to prove all of the above.
MY ADVICE TO THE READERS: Go with your local painter instead of Urban Company; they are more sincere and will do a much better job. You will also not get any abusive phone calls.",1
"Unreliable Services being offered by urban company.
I had booked for carpenter service on 4 Aug, which was rescheduled at the last minute by UC team as there were no Carpenters available on that day I was given slot for 2 days later -6 Aug 9 am .On 5 aug at 9pm I got a call from UC team stating the same reason again for reschedule. Till now I no one has turned up or called .
Why are they taking booking and collecting advance payment if services are not available. What is the point of rescheduling multiple times and wasting our time & messing up our schedule.
This has been terrible service experience. I have written to resolve@urbancompany.com already with all details .If anyone can share the customer service head's or CEOs contact details. I would like to share feedback directly.",1
"I hired a person today to replace my old wall mixer with new Parryware set . The person came to attend this job fixed the new unit in the old valve and fled away with the new one . Never expected such unprofessional services from urban clap. The service person name was Balamurugan from Chennai and when called back to know about the issue, he replied that he was not aware of the new valve.",1
"AC SERVICE - It was cooling well before, but they told me that there is no gas and I should pay more for that, and suddenly after service there was no gas left in the ac and it was not cooling as before.",1
"Booked a carpenter service on 26th April. Got charged Rs.8000/- for 3 meter metal mesh for window. The carpenter forced me to cancel the order stating that the company will be in trouble if they take request during this pandemic. He insisted that I cancel the booking stating ""Apartment not allowed"". Now UC is washing their hands off stating I cancelled the booking and they cannot do anything. No bill given till date.",1
"Urban company is a fraud company doing scams in the name of cleaning and other repair services.Pl don't opt for their service of any sort seeing their ads.Their service is of poor quality and is unhygienic.Their professionals don't follow Covid appropriate behavior and will damage ur product/Appliance/building and will loot extra money .First they won't respond to complaint later they will tell senior technician will assess the fault and charge u an inspection fees, later they will tell part replacement and collect money and later they will say part wasn't available and escape.Also you won't be able to contact their customer support through phone calls.Only way to contact them is through call backs via help center or tagging them in social media platforms or mailing to them.Their service personals are extremely rude and unprofessional.If you are not trusting my review pl go through other reviews on the internet and ask your friends and neighbours who have had their service and they will explain.Someone must take the issue of filing a case against this company for cheating customers in the consumer court.",1
"Never ever call Urban Company(formerly Urban Clap) for servicing your air conditioners.  The air conditioning service scam of Urban Company is going to rob you off your hard earned money and precious time apart for giving you sleepless nights in the summer.
I have four Daikin ACs fitted in my house. They are running absolutely fine for last seven years. Fortunately no maintenance requirement has arose for any of these units except for the annual servicing, basically a thorough cleaning. The cooling has been absolutely fine. At 27 deg C setting they are able to make the rooms absolutely comfortable.
This year I made the mistake of calling Urban Company for AC servicing, primarily driven by their highly publicized advertisement claiming professional service. This single mistake has made my life miserable since a week as the AC servicing by the scam company  turned in to a disaster for me.
On the fateful day 8th April, me and my husband took a day off so that the AC servicing is done properly. Urban Company had assigned a certain Faizal and one assistant for this job. To my surprise the Faizal guy started the work without bothering to ask for the OTP. First he struggled to take out the cover of the AC. At one point of time my husband had to caution him as it looked like he might  break the cover in his struggle to remove it. After removing the cover instead of going ahead with the cleaning he removed the plastic cover on U bends of the condenser tubes and switched on the AC without any rhyme or reason. When my husband asked what he is doing he simply said he is checking the AC functioning. We were wondering when we have not complained of any issue why is he opening and fiddling with the AC. If he wanted to check the functioning he could have run it before opening. When my husband was showing the outdoor unit to his assistant, Faizal was doing something in the indoor unit and I heard a fizz/ hiss sound, indicative of some air leak. When I asked him he said that Madam there is no gas in the AC, gas has become empty and compressor is tripping. I called my husband and he confronted him saying that till yesterday it was running whole day and cooling fine, how the gas became empty and compressor treated tripping after your fiddling with the AC. Then Faizal started arguing telling how we can accuse him of causing the gas leak and started showing a puncture in the u bend of the condenser tube whose cover he had removed without any reason. It is a mystery that without a pressure testing how he discovered that micro sized puncture within seconds. He never admitted that he has purposefully or accidentally punctured the tube. Then he started offering to fill the gas at Rs 2500/- saying that through Daikin it will cost Rs 3500/-. We  have no doubt in our mind that the Faizal guy did the puncture and leaked the gas on purpose. May be Urban Company has discovered that through this kind of business strategy they can drain more money from the customers.
Anyway, after this my husband was very furious and he told the Faizal guy to stop servicing then and there and asked him to put back the things. He was also annoyed with me for calling Urban Company as he wanted that the servicing should be done by Daikin only. But the misery was not over. Faizal who was certainly not a trained professional and was less skilled than a bicycle repair man was now struggling more to put back the cover. During this I do not know what he did but I heard a crackling sound. When I asked him without answering he was trying to put the cover back. With my insistence he said that the drain pipe has broken and he could repair with m seal. When I asked how did you break it initially he said it was already broken and later said that possibly it might got broken by me. I am certain he broke it on purpose as we stopped the servicing and asked him to go. Anyway, my husband asked him to leave immediately. He was requesting us to cancel the booking from our end telling that service guy did not come. If he did not come, how can he be blamed for all that he did wrong? We immediately reported it to Urban Company. One Towseef Ahmadmir was assigned for resolution of this issue. We explained him the whole episode. he spoke to Faizal and responded by saying that the gas leak is not the fault of Faizal as he is denying purposefully leaking the gas. For Towseef whatever Faizal says is  gospel truth. If one asks a thief whether he has  committed a theft, what would be the answer? Towseef promised to return the amount paid and the bill incurred by repair of drain pipe from Daikin limited to Rs 500. We later discovered that he has refunded paid amount, transferred Rs 500 to my account and has cancelled the booking closing the channel of communication. Further  he does not take calls and does not call back even when message is left.
I had called Daikin technicians. They say the drain pipe fitting has broken from the drain tray and the entire drain tray will be replaced, Rs 1800/-+GST. Leak detection through nitrogen charging, brazing to arrest leak, further leak testing, gas filling operation to cost Rs 3500/-+GST, visiting charges Rs 590+GST. Hopefully in next two-three days the ordeal of not having your AC functional in hot summer will be over.
The purpose of penning down the incident with all these details is not to express my anguish, disappointment and frustration. It is warn fellow AC users looking to get their ACs serviced in this hot summer about possible cheating and getting ripped off by Urban Company and their fake technicians.
Anyone thinking to get ACs serviced by Urban Company please read very carefully:
(i) Never call Urban Company, call directly the Manufacturer's authorized service center even if it is more expensive
(ii) My experience shows Urban Company technicians/ partners are fake, have little training and no knowledge of AC. They are going to spoil your AC by default if not by design.
(iii) Even if you decide to engage them, be very watchful. At the first opportunity they will leak the gas from AC by punching a micro hole through the gas tube. It is difficult to catch if you are not carefully observing. then they will offer to fill the gas and extort money.
(iv) If you do not play to their plan, they will break something, drain pipe, cover or anything that is easy to break. Again to replace it and extort money.
(v) If you approach the customer service they will not get to the root of the problem or how to avoid repetition in future. They will transfer Rs 500 to your wallet and close the booking so that further communication is not possible.
(vi) Further they do not pick the phone",1
"Never ever call Urban Company (formerly Urban Clap) for servicing your air conditioners. The air conditioning service scam of Urban Company is going to rob you off your hard earned money and precious time apart for giving you sleepless nights in the summer.
I have four Daikin ACs fitted in my house. They are running absolutely fine for last seven years. Fortunately no maintenance requirement has arose for any of these units except for the annual servicing, basically a thorough cleaning. The cooling has been absolutely fine. At 27 deg C setting they are able to make the rooms absolutely comfortable.
This year I made the mistake of calling Urban Company for AC servicing, primarily driven by their highly publicized advertisement claiming professional service. This single mistake has made my life miserable since a week as the AC servicing by the scam company turned in to a disaster for me.
On the fateful day 8th April, me and my husband took a day off so that the AC servicing is done properly. Urban Company had assigned a certain Faizal and one assistant for this job. To my surprise the Faizal guy started the work without bothering to ask for the OTP. First he struggled to take out the cover of the AC. At one point of time my husband had to caution him as it looked like he might break the cover in his struggle to remove it. After removing the cover instead of going ahead with the cleaning he removed the plastic cover on U bends of the condenser tubes and switched on the AC without any rhyme or reason. When my husband asked what he is doing he simply said he is checking the AC functioning. We were wondering when we have not complained of any issue why is he opening and fiddling with the AC. If he wanted to check the functioning he could have run it before opening. When my husband was showing the outdoor unit to his assistant, Faizal was doing something in the indoor unit and I heard a fizz/ hiss sound, indicative of some air leak. When I asked him he said that Madam there is no gas in the AC, gas has become empty and compressor is tripping. I called my husband and he confronted him saying that till yesterday it was running whole day and cooling fine, how the gas became empty and compressor treated tripping after your fiddling with the AC. Then Faizal started arguing telling how we can accuse him of causing the gas leak and started showing a puncture in the u bend of the condenser tube whose cover he had removed without any reason. It is a mystery that without a pressure testing how he discovered that micro sized puncture within seconds. He never admitted that he has purposefully or accidentally punctured the tube. Then he started offering to fill the gas at Rs 2500/- saying that through Daikin it will cost Rs 3500/-. We have no doubt in our mind that the Faizal guy did the puncture and leaked the gas on purpose. May be Urban Company has discovered that through this kind of business strategy they can drain more money from the customers.
Anyway, after this my husband was very furious and he told the Faizal guy to stop servicing then and there and asked him to put back the things. He was also annoyed with me for calling Urban Company as he wanted that the servicing should be done by Daikin only. But the misery was not over. Faizal who was certainly not a trained professional and was less skilled than a bicycle repair man was now struggling more to put back the cover. During this I do not know what he did but I heard a crackling sound. When I asked him without answering he was trying to put the cover back. With my insistence he said that the drain pipe has broken and he could repair with m seal. When I asked how did you break it initially he said it was already broken and later said that possibly it might got broken by me. I am certain he broke it on purpose as we stopped the servicing and asked him to go. Anyway, my husband asked him to leave immediately. He was requesting us to cancel the booking from our end telling that service guy did not come. If he did not come, how can he be blamed for all that he did wrong ?
We immediately reported it to Urban Company. One Towseef Ahmadmir was assigned for resolution of this issue. We explained him the whole episode. he spoke to Faizal and responded by saying that the gas leak is not the fault of Faizal as he is denying purposefully leaking the gas. For Towseef whatever Faizal says is gospel truth. If one asks a thief whether he has committed a theft, what would be the answer? Towseef promised to return the amount paid and the bill incurred by repair of drain pipe from Daikin limited to Rs 500. We later discovered that he has refunded paid amount, transferred Rs 500 to my account and has cancelled the booking closing the channel of communication. Further he does not take calls and does not call back even when message is left.
I had called Daikin technicians. They say the drain pipe fitting has broken from the drain tray and the entire drain tray will be replaced, Rs 1800/-+GST. Leak detection through nitrogen charging, brazing to arrest leak, further leak testing, gas filling operation to cost Rs 3500/-+GST, visiting charges Rs 590+GST. Hopefully in next two-three days the ordeal of not having your AC functional in hot summer will be over.
The purpose of penning down the incident with all these details is not to express my anguish, disappointment and frustration. It is warn fellow AC users looking to get their ACs serviced in this hot summer about possible cheating and getting ripped off by Urban Company and their fake technicians.
Anyone thinking to get ACs serviced by Urban Company please read very carefully:
(i) Never call Urban Company, call directly the Manufacturer's authorized service center even if it is more expensive
(ii) My experience shows Urban Company technicians/ partners are fake, have little training and no knowledge of AC. They are going to spoil your AC by default if not by design.
(iii) Even if you decide to engage them, be very watchful. At the first opportunity they will leak the gas from AC by punching a micro hole through the gas tube. It is difficult to catch if you are not carefully observing. then they will offer to fill the gas and extort money.
(iv) If you do not play to their plan, they will break something, drain pipe, cover or anything that is easy to break. Again to replace it and extort money.
(v) If you approach the customer service they will not get to the root of the problem or how to avoid repetition in future. They will transfer Rs 500 to your wallet and close the booking so that further communication is not possible.
(vi) Further they do not pick the phone",1
This was my worst decision to trust an app based service provider for painting service. They take full payment in advance and leave you at the mercy of their service partners. Urban company's team does not care how much you complain regarding the quality of service they provide. Their sales team agrees to all your points before you make the payment. Their implementation team talks totally different. The guys who came to do the work did not bother to look at the quality of work done. I am still waiting for their senior staff to visit and have a look at the quality of work done even after making the full payment in advance.,1
"I have recently purchased an urban company subscription on 5th Apr 2021(299 for 12 months). Yesterday when I checked I can see that in my subscription tab but now when I check it again it is not present. Also the amount got deducted from my bank.
Also unable to locate there customer care number to escalate this.
I can see one of the payment status as pending for last February. Payment for which has already been made.
So now I am at the loss loss situation. Neither I have the subscription nor my hard earn money.",1
"I called urban company for a regular summer service for my DAIKIN R32 AC 1.5 Tonne. The technician came and even without checking for the source of a possible gas leak, took out aflame device using a can and heated the ac coils in the indoor unit and then scrapped it. Then he said the coils are damaged and refused to fix it. The ac is completely damaged . Their customer care refuses to acknowledge, refuses to refund or compensate!",1
"BIGGEST MISTAKE TO PAY IN ADVANCE TO THEM. I had requested for a cleaner for my bathroom. not monthly cleaning but spring cleaning i.e. detailed cleaning. deal was for 2 bathrooms. urban clap appointed a person. time was for 8 am. he shows up at 10.30 am. finished 2 bathrooms in 1 hour. normally(not my first time for getting my bathroom cleaned) it takes one hour per bathroom for monthly cleaning. i.e. he left the second bathroom as dirty as he had found it. asked for a re visit to get the bathroom cleaned. the professional cancelled the request as he knew that he had not done the work. raised a complain. sent pictures of bathroom to their customer care who had called when the professional cancelled the visit. happy to share the pictures again if required on any review if allowed. no solution till now. been around 10 days. NO REVISIT, NO SOLUTION, NO MONEY REFUND. why will I ever get work done from urban clap again",1
"BIGGEST MISTAKE TO PAY IN ADVANCE TO THEM. I had requested for a cleaner for my bathroom. not monthly cleaning but spring cleaning i.e. detailed cleaning. deal was for 2 bathrooms. urban clap appointed a person. time was for 8 am. he shows up at 10.30 am. finished 2 bathrooms in 1 hour. normally (not my first time for getting my bathroom cleaned) it takes one hour per bathroom for monthly cleaning. i.e. he left the second bathroom as dirty as he had found it. asked for a re visit to get the bathroom cleaned. the professional cancelled the request as he knew that he had not done the work. raised a complain. sent pictures of bathroom to their customer care who had called when the professional cancelled the visit. happy to share the pictures again if required on any review if allowed. no solution till now. been around 10 days. NO REVISIT, NO SOLUTION, NO MONEY REFUND. why will i ever get work done from urban clap again",1
"Payment status shows pending after 1 year. Not professional.
Booking Ac repair service after the location page  no confirmation of order.",3
"I have booked for a haircut and shave at 8.00 AM on 12th FEB 2021 however I received a message that payment has failed. I booked another booking on the same day at 10.3. AM. Payment for both the booking made through my credit card.
The Barber for the first booking Mr. Faizal came in time at 7.45 AM on 12th FEB 2021 and completed the job efficiently. He got 5 stars. The person was to come at 10.30 AM and was told not to come. I tried to contact Urban Clap but could not found contact details but got a message the Urban Clap will take action against the Barber for no-fault him. My Contact details are
V.C.AGRAWAL, Flat No 001, RADHA CHS, Plot 137, Sector 12 VASHI. NAVI MUMBAI 400703
Mobile 91 8652227222",1
"I took wrong decision in my life by choosing the Cleaning of the Bathroom Servie. Even raising the Ticket doesn't help us to take the action on the Ticket. And even if you provide the feedbacks and reviews with comments, it doesnt make sense as they will be reverted back and they can change whatever they want. and also be aware, even if you book the  slot with name, there is no assurance that the same person can come for the service.They are sending just the Un-professional labours instead of the professional trained ones.No where in the portal has mentioned to reach them or customer care numbers.
If you want security, I feel we shouldn't use this App for any kind of service, as they loot the money for no reason.
no trust on the brand URBAN COMPANY(Formerly URBAN CLAP).",1
One of the best spa at home service I got from urban company. Beautcian is too professional in work. She came on time what they provided during order time. Some where it's costly but worth it when they provide at home. She gave me proper time what ever they mentioned in service. I was satisfied with the service.,4
"This is an absolute fraud company.
Thought I will use their painters to paint my home, as this will mean I dont have to deal with the painters directly and a professional company will take care of that for me.
This company Urbanclap Urban Urban Company is fraud.
They promise you and assure they will take care of everything and when you pay them - they vanish.
I signed up for painting - and was assured 2 painters will be assigned to complete the work.
First day - only 1 painter turns up saying second painter is busy
Second day - painter says is sunday wants holiday
Work pending - the job done on day 1 is absolutely shoddy.
I tried complaining to Urban Company - no one answers their phone, the person who took my order - does not answer phone, I gave complain through APP and was told 60 minutes will receive a call. Over 3 hours nobody has called.
I am cancelling this order and now lets see how the fraud company handles the refund.",1
The problem was not solved. The lg front loading washing machine used to vibrate a lot and moved around the space often banging into walls. No satisfactory resolution was provided.,1
"We have actually booked for Geyser servicing after seeing a lot of colorful adv on TV to lure customers. We also fall for that trap, so their serviceman came and saw our geyser and recommended to go for a new one instead of repairing the old one. He also mentioned I will also inform the company that he did not do servicing, but only he checked.
Now the drama starts, they have sent me the invoice for servicing and closed. I went back asking why they have billed me for service when they did not do it, instead, they should have charged me for a checkup.
A new twist in the story, after repeated calls to customer service and explaining, they have come up with an idea, the executive told me the serviceman has installed the geyser and for that, they will charge. The dumb a_ executive don't even know what he is saying
First of all, If you want to check or service a geyser he needs to remove from the wall and keep it on the ground to check.
When I made him realize that he kept my call on hold and come up with an idea saying when he has installed from the wall we will charge for that which is the same amount that I was billed. So, the bottom line is they don't want to return my money. Such as cheap and crap people.
Pls be beware of this kind of people, they can rob you of anything.",1
"I booked a facial appointment for my mom after seeing so many attractive advertisements of Urban Company. But alas.The beautician didn't show up. It felt like being cheated and ghosted by your boyfriend. LOL. We kept calling her but all her numbers were unreachable. They didn't contact us at all even as we kept reaching out to the customer care(which is only one-way messaging system).  The beautician didn't arrive at all, so cannot comment on their services.
Their customer care is a bigger fraud that I have ever seen. They tell us that we will receive a callback or something but they just cancelled the booking and vanished. I again reopened the booking asking for why the beautician didn't come. They again closed it without any comments. I actually feel like laughing at their organization structure.
If they keep carrying on this way, I am not sure how long will their business last. They should learn how to treat their customers from brands like Amazon.
Anyways I am sharing my story so that nobody gets ghosted the way we did by a company which is so highly spoken of. I am really surprised. A very disappointing experience from such a company.
PS to Urban'Ghosting' company- Please stop spending so much on advertising and focus more on customer care and employee services.",1
I writing this after consistent bad experience. The professionals are Pathetic every possible way- work or behaviour. Customer service team keeps enjoying there time. They never resolve the issue and never take actions. They would only call you later post every thing only to reschedule the service!,1
I made a booking for bathroom cleaning and paid Rs 988 via net banking. The amount was debited to my account. However I received sms from UC that payment failed.  Even after 48 hours the payment was not reversed by the bank which clearly showed that the payment reached the account of UC. When I raised the issue with customer service I was told that it will take 5 to 7 business days to refund the amount. What legitimate right UC has to retain my money for 7 days without providing the requested service.  If a payment failed it has to be reversed within few hours. Imagine 100 customers paid the amount which failed in the system but UC decided to keep the money for 7 days. In this digital era why would someone require 7 business days to reverse the payment. For no fault of mine I have to block my money with UC which didint even bother to provide the promised service. Looks liketheir only concern is to get money from the customers.  If they  follow some business ethics then they should also provide the option to make payment after the job is completed. Collecting cash in advance and then claiming that payment failed despite receiving the money into account is very unethical.  Customers should watch out when making payment to this company. Another important point to highlight - UC DOES NOT PROVIDE A CUSTOMER SERVICE PHONE NUMBER for customers to call them up.  The only way to communicate with them is by email and we know many times the emails are ignored and they can decide whether to  replky or not. It is a good way to hide themselves when there is an issue.,1
"I booked Platinum deep cleaning service thru Urban Company(UC) for delivering service for 2 January 2020. They did all the work and when asked about floor cleaning the professionals told that they planned to do using hand. I objected since UC on their website had assured to get floor cleaning done thru Industrial grade machine. The agency when told about it brought a Prestige floor polishing machine telling lies that it is a floor cleaning machine. I objected and asked help online on UC website and was told that another agency will get it done using Industrial Grade machine the next day 3 January 2020 by 11 am. The next day a new group of people showed up at the door again with a polishing machine, I again requested help thru helpline and was told that another agency will contact by 1:30 pm with the machine. It is now 5:30 pm and now one have showed up. What kind of service is this. I have driven close to 10km from my temporary accommodation to get this work completed by today so that I can shift with family today. No one from Urban company has contacted me to check if any one has come too. This is totally unprofessionalism at its peak.
Customers are left to fend for themselves with these unprofessional and lying agencies of Urban Clap. Now the helpline number available thru Urban company website is also I am not able to access so thought of putting this complaint on this link. Hopefully some one from UC will take notice and provide me the floor cleaning service as indicated in their online Platinum package soon.",1
